timestamp,battery_pct,system_load_w,battery_charge_w,total_in_w,plug_a,charger_temp_note
16:57:26,58,15.5,114.7,130.2,9.24,
16:57:27,59,12.1,107.2,119.3,8.66,
16:57:28,59,12.1,107.2,119.3,8.66,
16:57:29,59,12.1,107.2,119.3,8.66,
16:57:30,59,12.1,107.2,119.3,8.66,
16:57:31,59,12.1,107.2,119.3,8.66,
16:57:32,59,12.1,107.2,119.3,8.66,
16:57:33,59,12.1,107.2,119.3,8.66,
16:57:34,59,12.1,107.2,119.3,8.66,
16:57:35,59,12.1,107.2,119.3,8.66,
16:57:36,59,12.1,107.2,119.3,8.66,
16:57:37,59,12.1,107.2,119.3,8.66,
16:57:39,59,12.1,107.2,119.3,8.66,
16:57:40,59,12.1,107.2,119.3,8.66,
16:57:41,59,12.1,107.2,119.3,8.66,
16:57:42,59,12.1,107.2,119.3,8.66,
16:57:43,59,12.1,107.2,119.3,8.66,
16:57:44,59,12.1,107.2,119.3,8.66,
16:57:45,59,12.1,107.2,119.3,8.66,
16:57:46,59,12.1,107.2,119.3,8.66,
16:57:47,59,12.1,107.2,119.3,8.66,
16:57:48,59,12.1,107.2,119.3,8.66,
16:57:49,59,12.1,107.2,119.3,8.66,
16:57:50,59,12.1,107.2,119.3,8.66,
16:57:51,59,12.1,107.2,119.3,8.66,
16:57:52,59,12.1,107.2,119.3,8.66,
16:57:53,59,12.1,107.2,119.3,8.66,
16:57:54,59,12.1,107.2,119.3,8.66,
16:57:55,59,12.1,107.2,119.3,8.66,
16:57:56,59,12.1,107.2,119.3,8.66,
16:57:57,59,12.1,107.2,119.3,8.66,
16:57:58,59,12.1,107.2,119.3,8.66,
16:57:59,59,12.1,107.2,119.3,8.66,
16:58:00,59,12.1,107.2,119.3,8.66,
16:58:01,59,12.1,107.2,119.3,8.66,
16:58:02,59,12.1,107.2,119.3,8.66,
16:58:03,59,12.1,107.2,119.3,8.66,
16:58:04,60,12.2,102.3,114.6,8.27,
16:58:05,60,12.2,102.3,114.6,8.27,
16:58:06,60,12.2,102.3,114.6,8.27,
16:58:07,60,12.2,102.3,114.6,8.27,
16:58:08,60,12.2,102.3,114.6,8.27,
16:58:09,60,12.2,102.3,114.6,8.27,
16:58:10,60,12.2,102.3,114.6,8.27,
16:58:12,60,12.2,102.3,114.6,8.27,
16:58:13,60,12.2,102.3,114.6,8.27,
16:58:14,60,12.2,102.3,114.6,8.27,
16:58:15,60,12.2,102.3,114.6,8.27,
16:58:16,60,12.2,102.3,114.6,8.27,
16:58:17,60,12.2,102.3,114.6,8.27,
16:58:18,60,12.2,102.3,114.6,8.27,
16:58:19,60,12.2,102.3,114.6,8.27,
16:58:20,60,12.2,102.3,114.6,8.27,
16:58:21,60,12.2,102.3,114.6,8.27,
16:58:22,60,12.2,102.3,114.6,8.27,
16:58:23,60,12.2,102.3,114.6,8.27,
16:58:24,60,12.2,102.3,114.6,8.27,
16:58:25,60,12.2,102.3,114.6,8.27,
16:58:26,60,12.2,102.3,114.6,8.27,
16:58:27,60,12.2,102.3,114.6,8.27,
16:58:28,60,12.2,102.3,114.6,8.27,
16:58:29,60,12.2,102.3,114.6,8.27,
16:58:30,60,12.2,102.3,114.6,8.27,
16:58:31,60,12.2,102.3,114.6,8.27,
16:58:32,60,12.2,102.3,114.6,8.27,
16:58:33,60,12.2,102.3,114.6,8.27,
16:58:34,60,12.2,102.3,114.6,8.27,
16:58:35,60,12.2,102.3,114.6,8.27,
16:58:36,60,12.2,102.3,114.6,8.27,
16:58:37,60,12.2,102.3,114.6,8.27,
16:58:38,60,12.2,102.3,114.6,8.27,
16:58:39,60,12.2,102.3,114.6,8.27,
16:58:40,60,12.2,102.3,114.6,8.27,
16:58:41,60,12.2,102.3,114.6,8.27,
16:58:42,61,16.3,104.9,121.2,8.46,
16:58:43,61,16.3,104.9,121.2,8.46,
16:58:44,61,16.3,104.9,121.2,8.46,
16:58:45,61,16.3,104.9,121.2,8.46,
16:58:47,61,16.3,104.9,121.2,8.46,
16:58:48,61,16.3,104.9,121.2,8.46,
16:58:49,61,16.3,104.9,121.2,8.46,
16:58:50,61,16.3,104.9,121.2,8.46,
16:58:51,61,16.3,104.9,121.2,8.46,
16:58:52,61,16.3,104.9,121.2,8.46,
16:58:53,61,16.3,104.9,121.2,8.46,
16:58:54,61,16.3,104.9,121.2,8.46,
16:58:55,61,16.3,104.9,121.2,8.46,
16:58:56,61,16.3,104.9,121.2,8.46,
16:58:57,61,16.3,104.9,121.2,8.46,
16:58:58,61,16.3,104.9,121.2,8.46,
16:58:59,61,16.3,104.9,121.2,8.46,
16:59:00,61,16.3,104.9,121.2,8.46,
16:59:01,61,16.3,104.9,121.2,8.46,
16:59:02,61,16.3,104.9,121.2,8.46,
16:59:03,61,16.3,104.9,121.2,8.46,
16:59:04,61,16.3,104.9,121.2,8.46,
16:59:05,61,16.3,104.9,121.2,8.46,
16:59:06,61,16.3,104.9,121.2,8.46,
16:59:07,61,16.3,104.9,121.2,8.46,
16:59:08,61,16.3,104.9,121.2,8.46,
16:59:09,61,16.3,104.9,121.2,8.46,
16:59:10,61,16.3,104.9,121.2,8.46,
16:59:11,61,16.3,104.9,121.2,8.46,
16:59:12,61,16.3,104.9,121.2,8.46,
16:59:13,61,16.3,104.9,121.2,8.46,
16:59:14,61,16.3,104.9,121.2,8.46,
16:59:15,61,16.3,104.9,121.2,8.46,
16:59:16,61,16.3,104.9,121.2,8.46,
16:59:17,61,16.3,104.9,121.2,8.46,
16:59:18,61,16.3,104.9,121.2,8.46,
16:59:19,61,16.3,104.9,121.2,8.46,
16:59:21,62,17.7,103.7,121.4,8.38,
16:59:22,62,17.7,103.7,121.4,8.38,
16:59:23,62,17.7,103.7,121.4,8.38,
16:59:24,62,17.7,103.7,121.4,8.38,
16:59:25,62,17.7,103.7,121.4,8.38,
16:59:26,62,17.7,103.7,121.4,8.38,
16:59:27,62,17.7,103.7,121.4,8.38,
16:59:28,62,17.7,103.7,121.4,8.38,
16:59:29,62,17.7,103.7,121.4,8.38,
16:59:30,62,17.7,103.7,121.4,8.38,
16:59:31,62,17.7,103.7,121.4,8.38,
16:59:32,62,17.7,103.7,121.4,8.38,
16:59:33,62,17.7,103.7,121.4,8.38,
16:59:34,62,17.7,103.7,121.4,8.38,
16:59:35,62,17.7,103.7,121.4,8.38,
16:59:36,62,17.7,103.7,121.4,8.38,
16:59:37,62,17.7,103.7,121.4,8.38,
16:59:38,62,17.7,103.7,121.4,8.38,
16:59:39,62,17.7,103.7,121.4,8.38,
16:59:40,62,17.7,103.7,121.4,8.38,
16:59:41,62,17.7,103.7,121.4,8.38,
16:59:42,62,17.7,103.7,121.4,8.38,
16:59:43,62,17.7,103.7,121.4,8.38,
16:59:44,62,17.7,103.7,121.4,8.38,
16:59:45,62,17.7,103.7,121.4,8.38,
16:59:46,62,17.7,103.7,121.4,8.38,
16:59:47,62,17.7,103.7,121.4,8.38,
16:59:48,62,17.7,103.7,121.4,8.38,
16:59:49,62,17.7,103.7,121.4,8.38,
16:59:50,62,17.7,103.7,121.4,8.38,
16:59:51,62,17.7,103.7,121.4,8.38,
16:59:52,62,17.7,103.7,121.4,8.38,
16:59:53,62,17.7,103.7,121.4,8.38,
16:59:54,62,17.7,103.7,121.4,8.38,
16:59:56,62,17.7,103.7,121.4,8.38,
16:59:57,62,17.7,103.7,121.4,8.38,
16:59:58,63,15.3,104.9,120.2,8.42,
16:59:59,63,15.3,104.9,120.2,8.42,
17:00:00,63,15.3,104.9,120.2,8.42,
17:00:01,63,15.3,104.9,120.2,8.42,
17:00:02,63,15.3,104.9,120.2,8.42,
17:00:03,63,15.3,104.9,120.2,8.42,
17:00:04,63,15.3,104.9,120.2,8.42,
17:00:05,63,15.3,104.9,120.2,8.42,
17:00:06,63,15.3,104.9,120.2,8.42,
17:00:07,63,15.3,104.9,120.2,8.42,
17:00:08,63,15.3,104.9,120.2,8.42,
17:00:09,63,15.3,104.9,120.2,8.42,
17:00:10,63,15.3,104.9,120.2,8.42,
17:00:11,63,15.3,104.9,120.2,8.42,
17:00:12,63,15.3,104.9,120.2,8.42,
17:00:13,63,15.3,104.9,120.2,8.42,
17:00:14,63,15.3,104.9,120.2,8.42,
17:00:15,63,15.3,104.9,120.2,8.42,
17:00:16,63,15.3,104.9,120.2,8.42,
17:00:17,63,15.3,104.9,120.2,8.42,
17:00:18,63,15.3,104.9,120.2,8.42,
17:00:19,63,15.3,104.9,120.2,8.42,
17:00:20,63,15.3,104.9,120.2,8.42,
17:00:21,63,15.3,104.9,120.2,8.42,
17:00:22,63,15.3,104.9,120.2,8.42,
17:00:23,63,15.3,104.9,120.2,8.42,
17:00:24,63,15.3,104.9,120.2,8.42,
17:00:25,63,15.3,104.9,120.2,8.42,
17:00:26,63,15.3,104.9,120.2,8.42,
17:00:27,63,15.3,104.9,120.2,8.42,
17:00:28,63,15.3,104.9,120.2,8.42,
17:00:29,63,15.3,104.9,120.2,8.42,
17:00:31,63,15.3,104.9,120.2,8.42,
17:00:32,63,15.3,104.9,120.2,8.42,
17:00:33,63,15.3,104.9,120.2,8.42,
17:00:34,63,15.3,104.9,120.2,8.42,
17:00:35,64,15.2,106.0,121.2,8.48,
17:00:36,64,15.2,106.0,121.2,8.48,
17:00:37,64,15.2,106.0,121.2,8.48,
17:00:38,64,15.2,106.0,121.2,8.48,
17:00:39,64,15.2,106.0,121.2,8.48,
17:00:40,64,15.2,106.0,121.2,8.48,
17:00:41,64,15.2,106.0,121.2,8.48,
17:00:42,64,15.2,106.0,121.2,8.48,
17:00:43,64,15.2,106.0,121.2,8.48,
17:00:44,64,15.2,106.0,121.2,8.48,
17:00:45,64,15.2,106.0,121.2,8.48,
17:00:46,64,15.2,106.0,121.2,8.48,
17:00:47,64,15.2,106.0,121.2,8.48,
17:00:48,64,15.2,106.0,121.2,8.48,
17:00:49,64,15.2,106.0,121.2,8.48,
17:00:50,64,15.2,106.0,121.2,8.48,
17:00:51,64,15.2,106.0,121.2,8.48,
17:00:52,64,15.2,106.0,121.2,8.48,
17:00:53,64,15.2,106.0,121.2,8.48,
17:00:54,64,15.2,106.0,121.2,8.48,
17:00:55,64,15.2,106.0,121.2,8.48,
17:00:56,64,15.2,106.0,121.2,8.48,
17:00:57,64,15.2,106.0,121.2,8.48,
17:00:58,64,15.2,106.0,121.2,8.48,
17:00:59,64,15.2,106.0,121.2,8.48,
17:01:00,64,15.2,106.0,121.2,8.48,
17:01:01,64,15.2,106.0,121.2,8.48,
17:01:02,64,15.2,106.0,121.2,8.48,
17:01:04,64,15.2,106.0,121.2,8.48,
17:01:05,64,15.2,106.0,121.2,8.48,
17:01:06,64,15.2,106.0,121.2,8.48,
17:01:07,64,15.2,106.0,121.2,8.48,
17:01:08,64,15.2,106.0,121.2,8.48,
17:01:09,64,15.2,106.0,121.2,8.48,
17:01:10,64,15.2,106.0,121.2,8.48,
17:01:11,64,15.2,106.0,121.2,8.48,
17:01:12,64,15.2,106.0,121.2,8.48,
17:01:13,65,11.9,106.4,118.4,8.51,
17:01:14,65,11.9,106.4,118.4,8.51,
17:01:15,65,11.9,106.4,118.4,8.51,
17:01:16,65,11.9,106.4,118.4,8.51,
17:01:17,65,11.9,106.4,118.4,8.51,
17:01:18,65,11.9,106.4,118.4,8.51,
17:01:19,65,11.9,106.4,118.4,8.51,
17:01:20,65,11.9,106.4,118.4,8.51,
17:01:21,65,11.9,106.4,118.4,8.51,
17:01:22,65,11.9,106.4,118.4,8.51,
17:01:23,65,11.9,106.4,118.4,8.51,
17:01:24,65,11.9,106.4,118.4,8.51,
17:01:25,65,11.9,106.4,118.4,8.51,
17:01:26,65,11.9,106.4,118.4,8.51,
17:01:27,65,11.9,106.4,118.4,8.51,
17:01:28,65,11.9,106.4,118.4,8.51,
17:01:29,65,11.9,106.4,118.4,8.51,
17:01:30,65,11.9,106.4,118.4,8.51,
17:01:31,65,11.9,106.4,118.4,8.51,
17:01:32,65,11.9,106.4,118.4,8.51,
17:01:33,65,11.9,106.4,118.4,8.51,
17:01:34,65,11.9,106.4,118.4,8.51,
17:01:36,65,11.9,106.4,118.4,8.51,
17:01:37,65,11.9,106.4,118.4,8.51,
17:01:38,65,11.9,106.4,118.4,8.51,
17:01:39,65,11.9,106.4,118.4,8.51,
17:01:40,65,11.9,106.4,118.4,8.51,
17:01:41,65,11.9,106.4,118.4,8.51,
17:01:42,65,11.9,106.4,118.4,8.51,
17:01:43,65,11.9,106.4,118.4,8.51,
17:01:44,65,11.9,106.4,118.4,8.51,
17:01:45,65,11.9,106.4,118.4,8.51,
17:01:46,65,11.9,106.4,118.4,8.51,
17:01:47,65,11.9,106.4,118.4,8.51,
17:01:48,65,11.9,106.4,118.4,8.51,
17:01:49,65,11.9,106.4,118.4,8.51,
17:01:50,66,12.1,104.8,116.9,8.35,
17:01:51,66,12.1,104.8,116.9,8.35,
17:01:52,66,12.1,104.8,116.9,8.35,
17:01:53,66,12.1,104.8,116.9,8.35,
17:01:54,66,12.1,104.8,116.9,8.35,
17:01:55,66,12.1,104.8,116.9,8.35,
17:01:56,66,12.1,104.8,116.9,8.35,
17:01:57,66,12.1,104.8,116.9,8.35,
17:01:58,66,12.1,104.8,116.9,8.35,
17:01:59,66,12.1,104.8,116.9,8.35,
17:02:00,66,12.1,104.8,116.9,8.35,
17:02:01,66,12.1,104.8,116.9,8.35,
17:02:02,66,12.1,104.8,116.9,8.35,
17:02:03,66,12.1,104.8,116.9,8.35,
17:02:04,66,12.1,104.8,116.9,8.35,
17:02:05,66,12.1,104.8,116.9,8.35,
17:02:06,66,12.1,104.8,116.9,8.35,
17:02:08,66,12.1,104.8,116.9,8.35,
17:02:09,66,12.1,104.8,116.9,8.35,
17:02:10,66,12.1,104.8,116.9,8.35,
17:02:11,66,12.1,104.8,116.9,8.35,
17:02:12,66,12.1,104.8,116.9,8.35,
17:02:13,66,12.1,104.8,116.9,8.35,
17:02:14,66,12.1,104.8,116.9,8.35,
17:02:15,66,12.1,104.8,116.9,8.35,
17:02:16,66,12.1,104.8,116.9,8.35,
17:02:17,66,12.1,104.8,116.9,8.35,
17:02:18,66,12.1,104.8,116.9,8.35,
17:02:19,66,12.1,104.8,116.9,8.35,
17:02:20,66,12.1,104.8,116.9,8.35,
17:02:21,66,12.1,104.8,116.9,8.35,
17:02:22,66,12.1,104.8,116.9,8.35,
17:02:23,66,12.1,104.8,116.9,8.35,
17:02:24,66,12.1,104.8,116.9,8.35,
17:02:25,66,12.1,104.8,116.9,8.35,
17:02:26,66,12.1,104.8,116.9,8.35,
17:02:27,66,12.1,104.8,116.9,8.35,
17:02:28,66,12.1,104.8,116.9,8.35,
17:02:29,67,12.1,98.9,111.0,7.90,
17:02:30,67,12.1,98.9,111.0,7.90,
17:02:31,67,12.1,98.9,111.0,7.90,
17:02:32,67,12.1,98.9,111.0,7.90,
17:02:33,67,12.1,98.9,111.0,7.90,
17:02:34,67,12.1,98.9,111.0,7.90,
17:02:35,67,12.1,98.9,111.0,7.90,
17:02:36,67,12.1,98.9,111.0,7.90,
17:02:37,67,12.1,98.9,111.0,7.90,
17:02:38,67,12.1,98.9,111.0,7.90,
17:02:40,67,12.1,98.9,111.0,7.90,
17:02:41,67,12.1,98.9,111.0,7.90,
17:02:42,67,12.1,98.9,111.0,7.90,
17:02:43,67,12.1,98.9,111.0,7.90,
17:02:44,67,12.1,98.9,111.0,7.90,
17:02:45,67,12.1,98.9,111.0,7.90,
17:02:46,67,12.1,98.9,111.0,7.90,
17:02:47,67,12.1,98.9,111.0,7.90,
17:02:48,67,12.1,98.9,111.0,7.90,
17:02:49,67,12.1,98.9,111.0,7.90,
17:02:50,67,12.1,98.9,111.0,7.90,
17:02:51,67,12.1,98.9,111.0,7.90,
17:02:52,67,12.1,98.9,111.0,7.90,
17:02:53,67,12.1,98.9,111.0,7.90,
17:02:54,67,12.1,98.9,111.0,7.90,
17:02:55,67,12.1,98.9,111.0,7.90,
17:02:56,67,12.1,98.9,111.0,7.90,
17:02:57,67,12.1,98.9,111.0,7.90,
17:02:58,67,12.1,98.9,111.0,7.90,
17:02:59,67,12.1,98.9,111.0,7.90,
17:03:00,67,12.1,98.9,111.0,7.90,
17:03:01,67,12.1,98.9,111.0,7.90,
17:03:02,67,12.1,98.9,111.0,7.90,
17:03:03,67,12.1,98.9,111.0,7.90,
17:03:04,67,12.1,98.9,111.0,7.90,
17:03:05,67,12.1,98.9,111.0,7.90,
17:03:06,67,12.1,98.9,111.0,7.90,
17:03:07,67,12.1,98.9,111.0,7.90,
17:03:08,67,12.1,98.9,111.0,7.90,
17:03:09,67,12.1,98.9,111.0,7.90,
17:03:11,68,17.9,93.6,111.5,7.45,
17:03:12,68,17.9,93.6,111.5,7.45,
17:03:13,68,17.9,93.6,111.5,7.45,
17:03:14,68,17.9,93.6,111.5,7.45,
17:03:15,68,17.9,93.6,111.5,7.45,
17:03:16,68,17.9,93.6,111.5,7.45,
17:03:17,68,17.9,93.6,111.5,7.45,
17:03:18,68,17.9,93.6,111.5,7.45,
17:03:19,68,17.9,93.6,111.5,7.45,
17:03:20,68,17.9,93.6,111.5,7.45,
17:03:21,68,17.9,93.6,111.5,7.45,
17:03:22,68,17.9,93.6,111.5,7.45,
17:03:23,68,17.9,93.6,111.5,7.45,
17:03:24,68,17.9,93.6,111.5,7.45,
17:03:25,68,17.9,93.6,111.5,7.45,
17:03:26,68,17.9,93.6,111.5,7.45,
17:03:27,68,17.9,93.6,111.5,7.45,
17:03:28,68,17.9,93.6,111.5,7.45,
17:03:29,68,17.9,93.6,111.5,7.45,
17:03:30,68,17.9,93.6,111.5,7.45,
17:03:31,68,17.9,93.6,111.5,7.45,
17:03:32,68,17.9,93.6,111.5,7.45,
17:03:33,68,17.9,93.6,111.5,7.45,
17:03:34,68,17.9,93.6,111.5,7.45,
17:03:35,68,17.9,93.6,111.5,7.45,
17:03:36,68,17.9,93.6,111.5,7.45,
17:03:37,68,17.9,93.6,111.5,7.45,
17:03:38,68,17.9,93.6,111.5,7.45,
17:03:40,68,17.9,93.6,111.5,7.45,
17:03:41,68,17.9,93.6,111.5,7.45,
17:03:42,68,17.9,93.6,111.5,7.45,
17:03:43,68,17.9,93.6,111.5,7.45,
17:03:44,68,17.9,93.6,111.5,7.45,
17:03:45,68,17.9,93.6,111.5,7.45,
17:03:46,68,17.9,93.6,111.5,7.45,
17:03:47,68,17.9,93.6,111.5,7.45,
17:03:48,68,17.9,93.6,111.5,7.45,
17:03:49,68,17.9,93.6,111.5,7.45,
17:03:50,68,17.9,93.6,111.5,7.45,
17:03:51,68,17.9,93.6,111.5,7.45,
17:03:52,68,17.9,93.6,111.5,7.45,
17:03:53,68,17.9,93.6,111.5,7.45,
17:03:54,69,13.6,88.2,101.8,7.02,
17:03:55,69,13.6,88.2,101.8,7.02,
17:03:56,69,13.6,88.2,101.8,7.02,
17:03:57,69,13.6,88.2,101.8,7.02,
17:03:58,69,13.6,88.2,101.8,7.02,
17:03:59,69,13.6,88.2,101.8,7.02,
17:04:00,69,13.6,88.2,101.8,7.02,
17:04:01,69,13.6,88.2,101.8,7.02,
17:04:02,69,13.6,88.2,101.8,7.02,
17:04:03,69,13.6,88.2,101.8,7.02,
17:04:04,69,13.6,88.2,101.8,7.02,
17:04:05,69,13.6,88.2,101.8,7.02,
17:04:06,69,13.6,88.2,101.8,7.02,
17:04:07,69,13.6,88.2,101.8,7.02,
17:04:09,69,13.6,88.2,101.8,7.02,
17:04:10,69,13.6,88.2,101.8,7.02,
